Edge ID,Start Node,Start Name,Start Coordinates,End Node,End Name,End Coordinates,distance_km,system_ID,start_point_idx,end_point_idx
grid_31.7_29.5-grid_36.1_18.7,grid_31.7_29.5,grid_31.7_29.5,"(29.5, 31.7)",grid_36.1_18.7,grid_36.1_18.7,"(18.7, 36.1)",1110.8396621105594,2011.21,754,755
grid_36.1_18.7-grid_43.2_7.8,grid_36.1_18.7,grid_36.1_18.7,"(18.7, 36.1)",grid_43.2_7.8,grid_43.2_7.8,"(7.8, 43.2)",1221.5224436655437,2011.21,755,756
grid_43.2_7.8-grid_42.7_3.7,grid_43.2_7.8,grid_43.2_7.8,"(7.8, 43.2)",grid_42.7_3.7,grid_42.7_3.7,"(3.7, 42.7)",339.131755830067,2011.21,756,757
grid_42.7_3.7-grid_47.2_-5.6,grid_42.7_3.7,grid_42.7_3.7,"(3.7, 42.7)",grid_47.2_-5.6,grid_47.2_-5.6,"(-5.6, 47.2)",887.1412216284621,2011.21,757,758
grid_47.2_-5.6-pt_50.824_-4.542,grid_47.2_-5.6,grid_47.2_-5.6,"(-5.6, 47.2)",pt_50.824_-4.542,"Bude, Great Britain","(-4.542, 50.824)",410.3769294141783,2011.21,758,759
pt_31.1975_29.8925-pt_29.5989_32.6797,pt_31.1975_29.8925,"Alexandria, Egypt","(29.8925, 31.1975)",pt_29.5989_32.6797,"Ras Sidr, Egypt","(32.6797, 29.5989)",321.1469926572314,2011.21,753,760
pt_19.0758_72.8775-grid_24.3_58.9,pt_19.0758_72.8775,"Mumbai, India","(72.8775, 19.0758)",grid_24.3_58.9,grid_24.3_58.9,"(58.9, 24.3)",1556.7170584142084,2011.21,761,762
grid_24.3_58.9-grid_29.6_34.8,grid_24.3_58.9,grid_24.3_58.9,"(58.9, 24.3)",grid_29.6_34.8,grid_29.6_34.8,"(34.8, 29.6)",2459.0556330804757,2011.21,762,763
grid_29.6_34.8-pt_29.5989_32.6797,grid_29.6_34.8,grid_29.6_34.8,"(34.8, 29.6)",pt_29.5989_32.6797,"Ras Sidr, Egypt","(32.6797, 29.5989)",205.39360508141513,2011.21,763,760
pt_23.6139_58.5922-pt_25.0_56.0,pt_23.6139_58.5922,"Muscat, Oman","(58.5922, 23.6139)",pt_25.0_56.0,"Fujairah, United Arab Emirates","(56.0, 25.0)",304.63369862876243,2011.21,764,765
pt_38.46045_-9.10498-grid_47.2_-5.6,pt_38.46045_-9.10498,"Sesimbra, Portugal","(-9.10498046875, 38.46045)",grid_47.2_-5.6,grid_47.2_-5.6,"(-5.6, 47.2)",1011.9992478469466,2011.21,766,758
pt_36.0_53.0-grid_31.7_29.5,pt_36.0_53.0,"Gibraltar, nan","(53.0, 36.0)",grid_31.7_29.5,grid_31.7_29.5,"(29.5, 31.7)",2220.6874783977673,2011.21,767,754
pt_35.5667_-5.3667-grid_42.7_3.7,pt_35.5667_-5.3667,"Teutan, Morocco","(-5.3667, 35.5667)",grid_42.7_3.7,grid_42.7_3.7,"(3.7, 42.7)",1113.0237294160765,2011.21,768,757
pt_43.731_7.4248-grid_43.2_7.8,pt_43.731_7.4248,"Monaco, nan","(7.4248, 43.731)",grid_43.2_7.8,grid_43.2_7.8,"(7.8, 43.2)",66.34948888470383,2011.21,769,756
pt_33.0_13.177792-grid_36.1_18.7,pt_33.0_13.177792,"Tripoli, Libya","(13.1777923, 33.0)",grid_36.1_18.7,grid_36.1_18.7,"(18.7, 36.1)",612.3301977136111,2011.21,770,755
pt_21.5428_39.1728-grid_29.6_34.8,pt_21.5428_39.1728,"Jeddah, Saudi Arabia","(39.1728, 21.5428)",grid_29.6_34.8,grid_29.6_34.8,"(34.8, 29.6)",994.597238109808,2011.21,771,763
pt_11.565606_43.0-grid_29.6_34.8,pt_11.565606_43.0,"Haramous, Djibouti","(43.0, 11.5656056)",grid_29.6_34.8,grid_29.6_34.8,"(34.8, 29.6)",2170.0423341057362,2011.21,772,763
pt_23.6139_58.5922-grid_24.3_58.9,pt_23.6139_58.5922,"Muscat, Oman","(58.5922, 23.6139)",grid_24.3_58.9,grid_24.3_58.9,"(58.9, 24.3)",82.19565654534405,2011.21,764,762
pt_17.9149_-76.1882-grid_17.6_-69.9,pt_17.9149_-76.1882,"Morant Point, Jamaica","(-76.1882, 17.9149)",grid_17.6_-69.9,grid_17.6_-69.9,"(-69.9, 17.6)",667.7341429780078,2011.2,773,774
grid_17.6_-69.9-pt_18.4333_-64.6167,grid_17.6_-69.9,grid_17.6_-69.9,"(-69.9, 17.6)",pt_18.4333_-64.6167,"Nanny Cay, nan","(-64.6167, 18.4333)",567.0013106414204,2011.2,774,775
pt_18.4764_-69.8933-grid_17.6_-69.9,pt_18.4764_-69.8933,"Santo Domingo , Dominican Republic","(-69.8933, 18.4764)",grid_17.6_-69.9,grid_17.6_-69.9,"(-69.9, 17.6)",97.00328429239839,2011.2,776,774
pt_28.2686_-16.6056-pt_36.535_-6.2975,pt_28.2686_-16.6056,"Tenerife, nan","(-16.6056, 28.2686)",pt_36.535_-6.2975,"Cadiz, Spain","(-6.2975, 36.535)",1332.8386994015357,2011.3,777,778
pt_20.0217_-75.8294-pt_10.6_-66.9331,pt_20.0217_-75.8294,"Santiago de Cuba, Cuba","(-75.8294, 20.0217)",pt_10.6_-66.9331,"La Guaria , Venezuela","(-66.9331, 10.6)",1413.1752074372034,2011.4,779,780
pt_18.3994_-77.1031-pt_20.0217_-75.8294,pt_18.3994_-77.1031,"Ochos Rios, Jamaica","(-77.1031, 18.3994)",pt_20.0217_-75.8294,"Santiago de Cuba, Cuba","(-75.8294, 20.0217)",224.02543820080248,2011.5,781,782
pt_31.1975_29.8925-grid_31.7_29.5,pt_31.1975_29.8925,"Alexandria, Egypt","(29.8925, 31.1975)",grid_31.7_29.5,grid_31.7_29.5,"(29.5, 31.7)",67.05349833803879,2011.6,783,784
grid_31.7_29.5-pt_43.2967_5.3764,grid_31.7_29.5,grid_31.7_29.5,"(29.5, 31.7)",pt_43.2967_5.3764,"Marseille, France","(5.3764, 43.2967)",2477.658748830489,2011.6,784,785
pt_34.7609_32.4484-grid_31.7_29.5,pt_34.7609_32.4484,"Yeroskipos, Cyprus","(32.4484, 34.7609)",grid_31.7_29.5,grid_31.7_29.5,"(29.5, 31.7)",436.7221361280272,2011.6,786,784
pt_32.7636_22.6361-pt_35.5167_24.0167,pt_32.7636_22.6361,"Derna, Libya","(22.6361, 32.7636)",pt_35.5167_24.0167,"Chania, Greece","(24.0167, 35.5167)",330.8602847680803,2011.8,787,788
pt_43.2967_5.3764-pt_31.1975_29.8925,pt_43.2967_5.3764,"Marseille, France","(5.3764, 43.2967)",pt_31.1975_29.8925,"Alexandria, Egypt","(29.8925, 31.1975)",2541.5263887991423,2011.9,789,790
pt_41.1253_16.8667-pt_32.08_34.78,pt_41.1253_16.8667,"Bari, Italy","(16.8667, 41.1253)",pt_32.08_34.78,"Tel Aviv, Israel","(34.78, 32.08)",1885.3825278716276,2012.12,791,792
pt_51.5564_-4.168-pt_52.1667_-6.5833,pt_51.5564_-4.168,"Oxwich Bay, Great Britain","(-4.168, 51.5564)",pt_52.1667_-6.5833,"Kilmore Quay, Ireland","(-6.5833, 52.1667)",179.7008039381879,2012.13,793,794
pt_13.0825_80.275-pt_22.8167_89.55,pt_13.0825_80.275,"Chennai, India","(80.275, 13.0825)",pt_22.8167_89.55,"Khulna, Bangladesh","(89.55, 22.8167)",1457.0321008262476,2012.14,795,796
pt_51.8822_-5.2686-pt_38.46045_-9.10498,pt_51.8822_-5.2686,"Whitesands Bay, Great Britain","(-5.2686, 51.8822)",pt_38.46045_-9.10498,"Sesimbra, Portugal","(-9.10498046875, 38.46045)",1521.250218327228,2012.15,797,798
pt_6.45_3.4-grid_5.1_3.1,pt_6.45_3.4,"Lagos, Nigeria","(3.4, 6.45)",grid_5.1_3.1,grid_5.1_3.1,"(3.1, 5.1)",152.9433617981732,2012.15,799,800
grid_5.1_3.1-grid_4.2_2.8,grid_5.1_3.1,grid_5.1_3.1,"(3.1, 5.1)",grid_4.2_2.8,grid_4.2_2.8,"(2.8, 4.2)",104.94233115228784,2012.15,800,801
grid_4.2_2.8-grid_2.4_1.7,grid_4.2_2.8,grid_4.2_2.8,"(2.8, 4.2)",grid_2.4_1.7,grid_2.4_1.7,"(1.7, 2.4)",233.58270471130785,2012.15,801,802
grid_2.4_1.7-grid_1.4_-4.4,grid_2.4_1.7,grid_2.4_1.7,"(1.7, 2.4)",grid_1.4_-4.4,grid_1.4_-4.4,"(-4.4, 1.4)",687.6181517853735,2012.15,802,803
grid_1.4_-4.4-grid_15.0_-20.6,grid_1.4_-4.4,grid_1.4_-4.4,"(-4.4, 1.4)",grid_15.0_-20.6,grid_15.0_-20.6,"(-20.6, 15.0)",2330.822529214846,2012.15,803,804
grid_15.0_-20.6-grid_28.7_-16.6,grid_15.0_-20.6,grid_15.0_-20.6,"(-20.6, 15.0)",grid_28.7_-16.6,grid_28.7_-16.6,"(-16.6, 28.7)",1571.9824357254972,2012.15,804,805
grid_28.7_-16.6-pt_38.46045_-9.10498,grid_28.7_-16.6,grid_28.7_-16.6,"(-16.6, 28.7)",pt_38.46045_-9.10498,"Sesimbra, Portugal","(-9.10498046875, 38.46045)",1285.7752012250007,2012.15,805,798
pt_28.009552_-15.708606-grid_28.7_-16.6,pt_28.009552_-15.708606,"Alta Vista, nan","(-15.7086057, 28.0095522)",grid_28.7_-16.6,grid_28.7_-16.6,"(-16.6, 28.7)",116.1551925875197,2012.15,806,805
pt_14.9177_-23.5092-grid_15.0_-20.6,pt_14.9177_-23.5092,"Praia, nan","(-23.5092, 14.9177)",grid_15.0_-20.6,grid_15.0_-20.6,"(-20.6, 15.0)",313.0758297520968,2012.15,807,804
pt_5.0_-4.0-grid_1.4_-4.4,pt_5.0_-4.0,"Abidjan, Ivory Coast","(-4.0, 5.0)",grid_1.4_-4.4,grid_1.4_-4.4,"(-4.4, 1.4)",400.55529195050605,2012.15,808,803
pt_5.5461_-0.2067-grid_4.2_2.8,pt_5.5461_-0.2067,"Accra, Ghana","(-0.2067, 5.5461)",grid_4.2_2.8,grid_4.2_2.8,"(2.8, 4.2)",365.2072543946158,2012.15,809,801
pt_6.1319_1.2228-grid_5.1_3.1,pt_6.1319_1.2228,"Lome, Togo","(1.2228, 6.1319)",grid_5.1_3.1,grid_5.1_3.1,"(3.1, 5.1)",237.2194279034013,2012.15,810,800
pt_-33.3511_18.1496-grid_-23.4_10.3,pt_-33.3511_18.1496,"Yzerfonstein, South Africa","(18.1496, -33.3511)",grid_-23.4_10.3,grid_-23.4_10.3,"(10.3, -23.4)",1343.6018072242832,2012.15,811,812
grid_-23.4_10.3-grid_-11.7_6.4,grid_-23.4_10.3,grid_-23.4_10.3,"(10.3, -23.4)",grid_-11.7_6.4,grid_-11.7_6.4,"(6.4, -11.7)",1359.2406023003323,2012.15,812,813
grid_-11.7_6.4-grid_-8.1_5.2,grid_-11.7_6.4,grid_-11.7_6.4,"(6.4, -11.7)",grid_-8.1_5.2,grid_-8.1_5.2,"(5.2, -8.1)",419.36500695852516,2012.15,813,814
grid_-8.1_5.2-grid_-0.3_2.6,grid_-8.1_5.2,grid_-8.1_5.2,"(5.2, -8.1)",grid_-0.3_2.6,grid_-0.3_2.6,"(2.6, -0.3)",909.4873876474807,2012.15,814,815
grid_-0.3_2.6-grid_2.4_1.7,grid_-0.3_2.6,grid_-0.3_2.6,"(2.6, -0.3)",grid_2.4_1.7,grid_2.4_1.7,"(1.7, 2.4)",314.9058729469752,2012.15,815,802
pt_-22.6667_14.5333-grid_-23.4_10.3,pt_-22.6667_14.5333,"Swakopmund, Namibia","(14.5333, -22.6667)",grid_-23.4_10.3,grid_-23.4_10.3,"(10.3, -23.4)",441.4167216060814,2012.15,816,812
pt_-8.8383_13.2344-grid_-11.7_6.4,pt_-8.8383_13.2344,"Luanda, Angola","(13.2344, -8.8383)",grid_-11.7_6.4,grid_-11.7_6.4,"(6.4, -11.7)",812.7652460642576,2012.15,817,813
pt_-5.93_12.35-grid_-8.1_5.2,pt_-5.93_12.35,"Muanda, Democratic Republic of Congo","(12.35, -5.93)",grid_-8.1_5.2,grid_-8.1_5.2,"(5.2, -8.1)",825.6067851756848,2012.15,818,814
pt_4.05_9.7-grid_-0.3_2.6,pt_4.05_9.7,"Douala, Cameroon","(9.7, 4.05)",grid_-0.3_2.6,grid_-0.3_2.6,"(2.6, -0.3)",924.7078504795433,2012.15,819,815
pt_-5.0_12.0-pt_-5.93_12.35,pt_-5.0_12.0,"Pointe-Noire, Republic of Congo","(12.0, -5.0)",pt_-5.93_12.35,"Muanda, Democratic Republic of Congo","(12.35, -5.93)",109.91401520070981,2012.15,820,818
pt_34.7289_33.3378-pt_34.8833_35.8833,pt_34.7289_33.3378,"Pentaskhinos, Cyprus","(33.3378, 34.7289)",pt_34.8833_35.8833,"Tartus, Syria","(35.8833, 34.8833)",233.5434276049605,2012.16,821,822
pt_-53.0_-68.608095-pt_-52.0_-68.0,pt_-53.0_-68.608095,"Espiritu Santo, Argentina","(-68.6080949, -53.0)",pt_-52.0_-68.0,"Punta Dungeness, Argentina","(-68.0, -52.0)",118.69122200014134,2012.17,823,824
pt_1.0_105.0-pt_1.327255_103.946505,pt_1.0_105.0,"Bintan, Indonesia","(105.0, 1.0)",pt_1.327255_103.946505,"Tanah Merah, Singapore","(103.9465048, 1.3272553)",122.70732411662418,2012.18,825,826
pt_1.13_104.0531-pt_1.327255_103.946505,pt_1.13_104.0531,"Batam, Indonesia","(104.0531, 1.13)",pt_1.327255_103.946505,"Tanah Merah, Singapore","(103.9465048, 1.3272553)",24.829022436778274,2012.18,827,826
pt_-7.144_110.012-pt_1.13_104.0531,pt_-7.144_110.012,"Pesaren, Indonesia","(110.012, -7.144)",pt_1.13_104.0531,"Batam, Indonesia","(104.0531, 1.13)",1129.2280186736368,2012.18,828,827
pt_-7.144_110.012-pt_3.0167_108.87,pt_-7.144_110.012,"Pesaren, Indonesia","(110.012, -7.144)",pt_3.0167_108.87,"Batu Prahu, Indonesia","(108.87, 3.0167)",1130.6973819617476,2012.18,828,829
pt_-6.175405_106.827168-pt_3.0167_108.87,pt_-6.175405_106.827168,"Jakarta, Indonesia","(106.827168, -6.1754049)",pt_3.0167_108.87,"Batu Prahu, Indonesia","(108.87, 3.0167)",1041.4963511445162,2012.18,830,829
pt_37.6517_12.5875-pt_31.1975_29.8925,pt_37.6517_12.5875,"Mazara de Vallo, Italy","(12.5875, 37.6517)",pt_31.1975_29.8925,"Alexandria, Egypt","(29.8925, 31.1975)",1740.792638433114,2012.1,832,833
pt_31.1975_29.8925-pt_29.0_33.0,pt_31.1975_29.8925,"Alexandria, Egypt","(29.8925, 31.1975)",pt_29.0_33.0,"Zafarana, Egypt","(33.0, 29.0)",386.05032052253773,2012.1,833,834
pt_23.6667_58.1617-grid_29.0_35.0,pt_23.6667_58.1617,"Al Seeb, Oman","(58.1617, 23.6667)",grid_29.0_35.0,grid_29.0_35.0,"(35.0, 29.0)",2382.1687033831154,2012.1,835,836
grid_29.0_35.0-pt_29.0_33.0,grid_29.0_35.0,grid_29.0_35.0,"(35.0, 29.0)",pt_29.0_33.0,"Zafarana, Egypt","(33.0, 29.0)",194.87549076710846,2012.1,836,834
pt_19.0758_72.8775-pt_23.6667_58.1617,pt_19.0758_72.8775,"Mumbai, India","(72.8775, 19.0758)",pt_23.6667_58.1617,"Al Seeb, Oman","(58.1617, 23.6667)",1607.519777189313,2012.1,837,835
pt_21.5428_39.1728-grid_29.0_35.0,pt_21.5428_39.1728,"Jeddah, Saudi Arabia","(39.1728, 21.5428)",grid_29.0_35.0,grid_29.0_35.0,"(35.0, 29.0)",926.6413538604116,2012.1,838,836
pt_-4.6236_55.4544-pt_-6.816084_39.0,pt_-4.6236_55.4544,"Victoria, nan","(55.4544, -4.6236)",pt_-6.816084_39.0,"Dar Es Salaam, Tanzania","(39.0, -6.8160837)",1838.5167574726354,2012.20,839,840
pt_34.7609_32.4484-pt_32.8192_34.9992,pt_34.7609_32.4484,"Yeroskipos, Cyprus","(32.4484, 34.7609)",pt_32.8192_34.9992,"Haifa, Israel","(34.9992, 32.8192)",319.64877522944334,2012.21,841,842
pt_53.3167_-4.6333-pt_53.3833_-6.2,pt_53.3167_-4.6333,"Holyhead, Great Britain","(-4.6333, 53.3167)",pt_53.3833_-6.2,"Clonslaugh, Ireland","(-6.2, 53.3833)",104.59215917609694,2012.23,843,844
pt_26.8197_59.9744-pt_23.7092_57.8869,pt_26.8197_59.9744,"Jask, Iran","(59.9744, 26.8197)",pt_23.7092_57.8869,"Barka, Oman","(57.8869, 23.7092)",403.64401751251546,2012.24,845,846
pt_25.2919_60.6431-pt_23.7092_57.8869,pt_25.2919_60.6431,"Chabahar, Iran","(60.6431, 25.2919)",pt_23.7092_57.8869,"Barka, Oman","(57.8869, 23.7092)",329.7885609069834,2012.24,847,846
pt_60.837_-148.985-pt_61.03968_-149.679327,pt_60.837_-148.985,"Portage, United States","(-148.985, 60.837)",pt_61.03968_-149.679327,"McHugh Point, United States","(-149.6793271, 61.0396798)",43.896121767514785,2012.25,848,849
pt_24.4797_118.0819-pt_35.4906_112.8483,pt_24.4797_118.0819,"Dadeng, China","(118.0819, 24.4797)",pt_35.4906_112.8483,"Gunintou, Taiwan","(112.8483, 35.4906)",1320.3494838283452,2012.26,850,851
pt_24.451796_118.308174-pt_24.4797_118.0819,pt_24.451796_118.308174,"Lake Ci, Taiwan","(118.308174, 24.4517961)",pt_24.4797_118.0819,"Dadeng, China","(118.0819, 24.4797)",23.147435581864865,2012.26,852,850
pt_53.3497_-6.2603-pt_53.3167_-4.6333,pt_53.3497_-6.2603,"Dublin , Ireland","(-6.2603, 53.3497)",pt_53.3167_-4.6333,"Holyhead, Great Britain","(-4.6333, 53.3167)",108.44932806213444,2012.3,853,854
pt_47.8122_-4.3378-grid_41.2_-12.8,pt_47.8122_-4.3378,"Penmarch, France","(-4.3378, 47.8122)",grid_41.2_-12.8,grid_41.2_-12.8,"(-12.8, 41.2)",995.1554692010842,2012.4,855,856
grid_41.2_-12.8-grid_37.6_-14.6,grid_41.2_-12.8,grid_41.2_-12.8,"(-12.8, 41.2)",grid_37.6_-14.6,grid_37.6_-14.6,"(-14.6, 37.6)",428.6739527776423,2012.4,856,857
grid_37.6_-14.6-grid_28.7_-18.1,grid_37.6_-14.6,grid_37.6_-14.6,"(-14.6, 37.6)",grid_28.7_-18.1,grid_28.7_-18.1,"(-18.1, 28.7)",1039.448609426572,2012.4,857,858
grid_28.7_-18.1-grid_16.3_-18.7,grid_28.7_-18.1,grid_28.7_-18.1,"(-18.1, 28.7)",grid_16.3_-18.7,grid_16.3_-18.7,"(-18.7, 16.3)",1374.556987561806,2012.4,858,859
grid_16.3_-18.7-pt_14.7319_-17.4572,grid_16.3_-18.7,grid_16.3_-18.7,"(-18.7, 16.3)",pt_14.7319_-17.4572,"Dakar, Senegal","(-17.4572, 14.7319)",218.82749923329993,2012.4,859,860
pt_5.0_-4.0-grid_3.5_-12.8,pt_5.0_-4.0,"Abidjan, Ivory Coast","(-4.0, 5.0)",grid_3.5_-12.8,grid_3.5_-12.8,"(-12.8, 3.5)",990.8839898651943,2012.4,861,862
grid_3.5_-12.8-grid_7.1_-16.4,grid_3.5_-12.8,grid_3.5_-12.8,"(-12.8, 3.5)",grid_7.1_-16.4,grid_7.1_-16.4,"(-16.4, 7.1)",563.6235202240888,2012.4,862,863
grid_7.1_-16.4-grid_7.4_-16.6,grid_7.1_-16.4,grid_7.1_-16.4,"(-16.4, 7.1)",grid_7.4_-16.6,grid_7.4_-16.6,"(-16.6, 7.4)",39.857121357080025,2012.4,863,864
grid_7.4_-16.6-grid_12.9_-17.9,grid_7.4_-16.6,grid_7.4_-16.6,"(-16.6, 7.4)",grid_12.9_-17.9,grid_12.9_-17.9,"(-17.9, 12.9)",624.7977720280038,2012.4,864,865
grid_12.9_-17.9-pt_14.7319_-17.4572,grid_12.9_-17.9,grid_12.9_-17.9,"(-17.9, 12.9)",pt_14.7319_-17.4572,"Dakar, Senegal","(-17.4572, 14.7319)",208.25433389324803,2012.4,865,860
pt_12.0_-16.65194-grid_12.9_-17.7,pt_12.0_-16.65194,"Sucujacque, Guinea Bissau","(-16.65194, 12.0)",grid_12.9_-17.7,grid_12.9_-17.7,"(-17.7, 12.9)",151.31325342304507,2012.4,866,867
grid_12.9_-17.7-pt_14.7319_-17.4572,grid_12.9_-17.7,grid_12.9_-17.7,"(-17.7, 12.9)",pt_14.7319_-17.4572,"Dakar, Senegal","(-17.4572, 14.7319)",204.37006206321715,2012.4,867,860
pt_1.865_9.77-grid_1.9_9.7,pt_1.865_9.77,"Bata, nan","(9.77, 1.865)",grid_1.9_9.7,grid_1.9_9.7,"(9.7, 1.9)",8.696772360869623,2012.4,868,869
grid_1.9_9.7-grid_1.1_6.4,grid_1.9_9.7,grid_1.9_9.7,"(9.7, 1.9)",grid_1.1_6.4,grid_1.1_6.4,"(6.4, 1.1)",377.7304806566432,2012.4,869,870
grid_1.1_6.4-grid_1.6_2.5,grid_1.1_6.4,grid_1.1_6.4,"(6.4, 1.1)",grid_1.6_2.5,grid_1.6_2.5,"(2.5, 1.6)",437.53207187176906,2012.4,870,871
grid_1.6_2.5-grid_1.7_2.1,grid_1.6_2.5,grid_1.6_2.5,"(2.5, 1.6)",grid_1.7_2.1,grid_1.7_2.1,"(2.1, 1.7)",45.862403051490425,2012.4,871,872
grid_1.7_2.1-grid_1.9_1.3,grid_1.7_2.1,grid_1.7_2.1,"(2.1, 1.7)",grid_1.9_1.3,grid_1.9_1.3,"(1.3, 1.9)",91.71801557046047,2012.4,872,873
grid_1.9_1.3-grid_3.0_-1.6,grid_1.9_1.3,grid_1.9_1.3,"(1.3, 1.9)",grid_3.0_-1.6,grid_3.0_-1.6,"(-1.6, 3.0)",344.701880792658,2012.4,873,874
grid_3.0_-1.6-pt_5.0_-4.0,grid_3.0_-1.6,grid_3.0_-1.6,"(-1.6, 3.0)",pt_5.0_-4.0,"Abidjan, Ivory Coast","(-4.0, 5.0)",346.3196732652066,2012.4,874,861
pt_-33.9253_18.4239-grid_-23.3_10.5,pt_-33.9253_18.4239,"Cape Town, South Africa","(18.4239, -33.9253)",grid_-23.3_10.5,grid_-23.3_10.5,"(10.5, -23.3)",1408.492319653385,2012.4,875,876
grid_-23.3_10.5-grid_-10.1_7.1,grid_-23.3_10.5,grid_-23.3_10.5,"(10.5, -23.3)",grid_-10.1_7.1,grid_-10.1_7.1,"(7.1, -10.1)",1504.9336216024974,2012.4,876,877
grid_-10.1_7.1-grid_-7.3_6.4,grid_-10.1_7.1,grid_-10.1_7.1,"(7.1, -10.1)",grid_-7.3_6.4,grid_-7.3_6.4,"(6.4, -7.3)",319.1149297781528,2012.4,877,878
grid_-7.3_6.4-pt_0.258333_6.741667,grid_-7.3_6.4,grid_-7.3_6.4,"(6.4, -7.3)",pt_0.258333_6.741667,"Santana, nan","(6.741667, 0.258333)",836.6613760957565,2012.4,878,879
pt_38.707751_-9.0-grid_41.2_-12.8,pt_38.707751_-9.0,"Lisbon, Portugal","(-9.0, 38.7077507)",grid_41.2_-12.8,grid_41.2_-12.8,"(-12.8, 41.2)",426.5538686840329,2012.4,880,856
pt_35.4667_-6.0333-grid_37.6_-14.6,pt_35.4667_-6.0333,"Asilah, Morocco","(-6.0333, 35.4667)",grid_37.6_-14.6,grid_37.6_-14.6,"(-14.6, 37.6)",802.5104344619446,2012.4,881,857
pt_28.1167_-16.5833-grid_28.7_-18.1,pt_28.1167_-16.5833,"Granadilla de Abona, nan","(-16.5833, 28.1167)",grid_28.7_-18.1,grid_28.7_-18.1,"(-18.1, 28.7)",162.0678745827385,2012.4,882,858
pt_18.0858_-15.9785-grid_16.3_-18.7,pt_18.0858_-15.9785,"Nouakchott, Mauretania","(-15.9785, 18.0858)",grid_16.3_-18.7,grid_16.3_-18.7,"(-18.7, 16.3)",350.51727082499434,2012.4,883,859
pt_13.0_-16.575646-grid_12.9_-17.7,pt_13.0_-16.575646,"Banjul, nan","(-16.575646, 13.0)",grid_12.9_-17.7,grid_12.9_-17.7,"(-17.7, 12.9)",122.50009886825319,2012.4,884,867
grid_12.9_-17.7-grid_12.9_-17.9,grid_12.9_-17.7,grid_12.9_-17.7,"(-17.7, 12.9)",grid_12.9_-17.9,grid_12.9_-17.9,"(-17.9, 12.9)",21.70560476877222,2012.4,867,865
pt_10.0_-14.0-grid_7.4_-16.6,pt_10.0_-14.0,"Conakry, Guinea","(-14.0, 10.0)",grid_7.4_-16.6,grid_7.4_-16.6,"(-16.6, 7.4)",405.63689592942666,2012.4,885,864
pt_8.4833_-13.2331-grid_7.1_-16.4,pt_8.4833_-13.2331,"Freetown, Sierra Leone","(-13.2331, 8.4833)",grid_7.1_-16.4,grid_7.1_-16.4,"(-16.4, 7.1)",381.3284775890763,2012.4,886,863
pt_6.3106_-10.8047-grid_3.5_-12.8,pt_6.3106_-10.8047,"Monrovia, Liberia","(-10.8047, 6.3106)",grid_3.5_-12.8,grid_3.5_-12.8,"(-12.8, 3.5)",381.53097901695565,2012.4,887,862
pt_5.5461_-0.2067-grid_3.0_-1.6,pt_5.5461_-0.2067,"Accra, Ghana","(-0.2067, 5.5461)",grid_3.0_-1.6,grid_3.0_-1.6,"(-1.6, 3.0)",321.23173759194714,2012.4,888,874
pt_6.1319_1.2228-grid_1.9_1.3,pt_6.1319_1.2228,"Lome, Togo","(1.2228, 6.1319)",grid_1.9_1.3,grid_1.9_1.3,"(1.3, 1.9)",468.04292414361373,2012.4,889,873
pt_6.3667_2.4167-grid_1.7_2.1,pt_6.3667_2.4167,"Cotonou, nan","(2.4167, 6.3667)",grid_1.7_2.1,grid_1.7_2.1,"(2.1, 1.7)",517.241733193572,2012.4,890,872
pt_6.45_3.4-grid_1.6_2.5,pt_6.45_3.4,"Lagos, Nigeria","(3.4, 6.45)",grid_1.6_2.5,grid_1.6_2.5,"(2.5, 1.6)",545.5420551258898,2012.4,891,871
pt_2.95_9.9167-grid_1.9_9.7,pt_2.95_9.9167,"Kribi, Cameroon","(9.9167, 2.95)",grid_1.9_9.7,grid_1.9_9.7,"(9.7, 1.9)",118.58018925400687,2012.4,892,869
pt_0.258333_6.741667-grid_0.3_6.8,pt_0.258333_6.741667,"Santana, nan","(6.741667, 0.258333)",grid_0.3_6.8,grid_0.3_6.8,"(6.8, 0.3)",7.961975329505965,2012.4,879,893
grid_0.3_6.8-grid_1.1_6.4,grid_0.3_6.8,grid_0.3_6.8,"(6.8, 0.3)",grid_1.1_6.4,grid_1.1_6.4,"(6.4, 1.1)",99.0327915272214,2012.4,893,870
pt_-5.93_12.35-grid_-7.3_6.4,pt_-5.93_12.35,"Muanda, Democratic Republic of Congo","(12.35, -5.93)",grid_-7.3_6.4,grid_-7.3_6.4,"(6.4, -7.3)",675.1690919283068,2012.4,894,878
pt_-8.8383_13.2344-grid_-10.1_7.1,pt_-8.8383_13.2344,"Luanda, Angola","(13.2344, -8.8383)",grid_-10.1_7.1,grid_-10.1_7.1,"(7.1, -10.1)",687.9143780471143,2012.4,895,877
pt_-22.6667_14.5333-grid_-23.3_10.5,pt_-22.6667_14.5333,"Swakopmund, Namibia","(14.5333, -22.6667)",grid_-23.3_10.5,grid_-23.3_10.5,"(10.5, -23.3)",419.4436112101489,2012.4,896,876
pt_0.3901_9.4544-grid_0.3_6.8,pt_0.3901_9.4544,"Libreville, Gabon","(9.4544, 0.3901)",grid_0.3_6.8,grid_0.3_6.8,"(6.8, 0.3)",295.64901215550987,2012.4,897,893
